,title,reviewer,overall,story,acting,music,rewatch
0,Mr. Sunshine,kingsqueen,10.0,10.0,10.0,10.0,10.0
1,Goblin,kingsqueen,10.0,10.0,10.0,10.0,10.0
2,The Bride of Habaek,kingsqueen,7.0,7.0,7.0,9.0,5.5
3,Jealousy Incarnate,kingsqueen,8.5,8.5,10.0,10.0,9.0
4,Suspicious Partner,kingsqueen,7.0,7.0,9.0,7.0,5.0
5,Pinocchio,kingsqueen,9.0,8.5,10.0,8.0,8.0
6,Temperature of Love,kingsqueen,4.5,4.0,7.0,8.0,1.0
7,Black,kingsqueen,8.0,7.5,8.5,9.5,6.5
8,Strong Woman Do Bong Soon,kingsqueen,7.0,5.0,9.0,9.0,5.0
9,Radio Romance,kingsqueen,7.0,5.0,8.0,8.5,6.5
10,What's Wrong with Secretary Kim,kingsqueen,8.0,7.0,8.5,8.5,7.0
11,7 First Kisses,kingsqueen,5.0,5.0,7.0,7.0,2.0
12,Hit the Top,kingsqueen,6.5,6.0,8.0,8.0,4.0
13,The Guardians,kingsqueen,8.0,8.0,10.0,10.0,6.5
14,I'm Not a Robot,kingsqueen,10.0,9.0,10.0,9.0,10.0
15,Prison Playbook,kingsqueen,10.0,9.5,10.0,10.0,9.5
16,My Annoying Brother,kingsqueen,9.0,9.5,9.5,10.0,9.0
17,Life Risking Romance,kingsqueen,8.0,7.0,9.0,8.0,7.0
18,My Secret Romance,kingsqueen,5.5,5.5,7.0,7.0,2.0
19,Healer,kingsqueen,10.0,9.0,10.0,10.0,10.0
20,My Little Baby,kingsqueen,8.0,8.0,8.0,5.0,7.0
21,Jugglers,kingsqueen,8.5,8.5,9.5,9.0,8.0
22,Go Ho's Starry Night,kingsqueen,8.5,9.0,9.0,8.0,8.0
23,The Greatest Love,kingsqueen,9.0,9.0,9.0,9.0,9.0
24,Come and Hug Me,kingsqueen,7.0,6.0,10.0,8.0,5.0
25,The Package,kingsqueen,9.5,9.5,9.5,9.0,8.0
26,Doctors,kingsqueen,6.5,6.0,9.0,8.0,2.0
27,Touching You,kingsqueen,6.5,8.5,9.0,7.5,6.5
28,The Legend of the Blue Sea,kingsqueen,7.5,8.5,8.5,8.5,6.0
29,Wok of Love,kingsqueen,7.0,6.0,9.0,9.0,5.0
30,Live,kingsqueen,9.0,9.0,9.5,10.0,5.0
31,Love Me If You Dare,kingsqueen,6.5,6.5,7.5,8.0,5.0
32,Terius Behind Me,kingsqueen,7.0,6.0,10.0,8.0,5.0
33,Something About 1 Percent,kingsqueen,10.0,9.0,10.0,9.0,10.0
34,Tomorrow With You,kingsqueen,7.5,7.0,8.0,8.0,6.0
35,It's Okay to Not Be Okay,kingsqueen,10.0,10.0,10.0,10.0,10.0
36,Let's Eat 2,kingsqueen,8.0,8.0,10.0,8.5,7.0
37,Five Enough,kingsqueen,8.5,9.0,9.0,8.0,8.0
38,Fight For My Way,kingsqueen,10.0,9.5,10.0,9.5,10.0
39,Dramaworld,kingsqueen,6.0,6.0,6.5,5.0,2.0
40,Weightlifting Fairy Kim Bok Joo,kingsqueen,9.5,9.0,10.0,9.0,9.0
41,Because This is My First Life,kingsqueen,8.5,8.0,9.5,9.0,6.5
42,Beautiful Gong Shim,kingsqueen,5.5,3.0,9.0,8.0,3.0
43,Miss & Mrs. Cops,kingsqueen,8.5,8.0,10.0,8.0,8.5
44,The Ghost Detective,kingsqueen,3.5,3.5,8.0,10.0,1.0
45,The Thieves,kingsqueen,9.0,9.0,9.0,9.0,9.0
46,Innocent Thing,kingsqueen,8.0,8.0,9.0,7.0,5.0
47,Queen of the Ring,kingsqueen,5.5,4.0,7.0,5.0,2.0
48,Introverted Boss,kingsqueen,6.5,6.5,8.0,8.0,3.0
49,Thirty But Seventeen,kingsqueen,9.5,9.5,10.0,9.0,9.0
50,Something in the Rain,kingsqueen,8.0,6.0,10.0,8.0,6.0
51,"Hyde, Jekyll, Me",kingsqueen,7.0,7.0,8.5,8.5,6.0
52,Queen In Hyun's Man,kingsqueen,10.0,9.5,10.0,10.0,10.0
53,Another Miss Oh,kingsqueen,9.5,9.0,10.0,9.0,10.0
54,Witch's Romance,kingsqueen,6.5,7.0,8.0,6.0,4.0
55,Chicago Typewriter,kingsqueen,10.0,10.0,10.0,10.0,10.0
56,The Secret Life of My Secretary,kingsqueen,10.0,9.0,9.5,10.0,10.0
57,Girls' Generation 1979,kingsqueen,9.5,8.5,9.5,10.0,8.0
58,Signal,kingsqueen,10.0,10.0,10.0,8.5,9.0
59,"Marriage, Not Dating",kingsqueen,7.5,7.5,9.0,8.5,6.5
60,You're All Surrounded,kingsqueen,9.0,9.0,8.5,9.0,7.0
61,My Princess,kingsqueen,7.0,7.0,9.0,3.0,5.0
62,Frozen Love,kingsqueen,8.5,8.0,10.0,9.0,8.0
63,Sweet Stranger and Me,kingsqueen,7.0,7.0,8.5,7.0,5.0
64,My Lovely Sam Soon,kingsqueen,8.0,8.0,8.0,7.5,7.0
65,Tazza: The Hidden Card,kingsqueen,9.5,10.0,10.0,8.0,9.0
66,Couple or Trouble,kingsqueen,8.0,8.0,8.0,8.0,5.5
67,Warm and Cozy,kingsqueen,6.5,7.0,8.0,8.0,3.0
68,One More Happy Ending,kingsqueen,7.0,8.0,8.5,6.0,5.0
69,Rascal Sons,kingsqueen,8.0,8.0,9.0,7.0,5.5
70,"It's Okay, That's Love",kingsqueen,8.0,8.5,9.0,7.0,6.5
71,Splash Splash LOVE,kingsqueen,9.0,8.5,9.0,7.0,9.0
72,Reply 1994,kingsqueen,7.5,8.5,8.0,7.5,7.0
73,Cunning Single Lady,kingsqueen,9.0,8.0,9.0,8.0,9.0
74,Go Back Couple,kingsqueen,9.5,9.5,9.5,9.5,9.5
75,Fated to Love You,kingsqueen,9.0,9.0,8.5,9.0,8.5
76,Oh My Venus,kingsqueen,9.5,9.5,9.5,10.0,10.0
77,Save Me,kingsqueen,8.5,8.5,9.0,8.5,7.5
78,Once Again,kingsqueen,9.0,9.5,8.5,8.0,8.0
79,Black Dog,kingsqueen,9.0,9.0,10.0,9.0,8.0
80,Stranger,kingsqueen,9.0,9.0,10.0,7.0,7.0
81,Naeil's Cantabile,kingsqueen,7.0,7.5,8.0,9.0,2.5
82,What Happens to My Family?,kingsqueen,8.0,8.0,7.0,8.0,6.0
83,Personal Taste,kingsqueen,7.0,8.0,8.0,7.0,5.0
84,Shopping King Louie,kingsqueen,8.5,8.0,9.0,8.0,8.0
85,19-Nineteen,kingsqueen,6.5,6.5,7.5,7.0,6.5
86,Hello Monster,kingsqueen,8.5,9.0,10.0,8.0,7.0
87,"Noble, My Love",kingsqueen,7.0,7.0,8.0,6.0,5.0
88,The Master's Sun,kingsqueen,10.0,9.5,10.0,9.5,9.0
89,Kimcheed Radish Cubes,kingsqueen,7.0,7.0,7.5,6.0,3.0
90,Radiant Office,kingsqueen,8.0,8.0,9.0,7.0,5.0
91,Reply 1988,kingsqueen,9.5,9.5,9.5,9.0,9.5
92,The King: Eternal Monarch,kingsqueen,6.5,6.0,8.0,9.0,6.0
93,Secret Garden,kingsqueen,7.0,6.0,10.0,8.0,6.0
94,Discovery of Romance,kingsqueen,8.0,8.5,10.0,8.0,4.0
95,You Who Came from the Stars,kingsqueen,9.0,9.0,10.0,9.0,9.0
96,All About My Romance,kingsqueen,8.5,8.0,10.0,8.0,8.0
97,The Secret Message,kingsqueen,9.0,9.0,9.0,9.0,8.0
98,Flower of Evil,kingsqueen,9.0,9.5,9.0,9.5,8.0
99,The Light in Your Eyes,kingsqueen,8.5,8.5,9.0,8.0,4.0
100,Dinner Mate,kingsqueen,7.0,6.5,9.0,8.0,4.0
101,Familiar Wife,kingsqueen,8.0,8.0,10.0,9.0,6.0
102,A Poem a Day,kingsqueen,7.5,7.0,8.5,6.5,6.5
103,Drunken to Love You,kingsqueen,7.0,7.0,6.5,6.0,5.5
104,Surplus Princess,kingsqueen,7.0,7.0,8.0,8.0,6.0
105,Baek Hee Has Returned,kingsqueen,8.0,8.0,9.0,6.0,6.0
106,Big,kingsqueen,7.0,7.0,9.0,6.5,5.0
107,Late Autumn,kingsqueen,8.5,8.0,9.5,5.5,7.5
108,One Sunny Day,kingsqueen,7.0,7.0,8.5,5.5,6.0
109,High School King of Savvy,kingsqueen,8.5,8.5,9.0,7.0,8.5
110,Sweet 18,kingsqueen,6.0,8.5,8.0,7.0,8.5
111,"Delightful Girl, Choon Hyang",kingsqueen,8.0,8.5,8.5,5.5,6.0
112,You Are The Best!,kingsqueen,6.0,6.0,8.0,5.5,2.0
113,Reply 1997,kingsqueen,9.0,9.0,10.0,8.0,9.0
114,Birth of a Beauty,kingsqueen,7.5,7.5,8.0,7.5,5.0
115,Lie to Me,kingsqueen,7.0,7.0,8.0,6.0,5.0
116,Hospital Playlist,kingsqueen,8.0,8.0,10.0,7.5,6.0
117,One Spring Night,kingsqueen,8.5,7.5,10.0,8.0,9.0
118,Tunnel,kingsqueen,8.5,8.5,9.5,9.0,6.0
119,Let's Eat,kingsqueen,8.0,8.0,8.0,7.0,5.5
120,Oh My Ghostess,kingsqueen,9.0,9.0,9.0,7.5,7.5
121,Backstreet Rookie,kingsqueen,7.5,7.0,7.5,9.0,7.0
122,My Little Bride,kingsqueen,8.0,9.0,9.0,5.0,8.0
123,My P.S. Partner,kingsqueen,8.0,8.0,9.0,8.0,6.0
124,Always,kingsqueen,9.5,10.0,9.5,7.5,9.5
125,I Need Romance,kingsqueen,5.5,5.0,7.5,5.0,2.0
126,Oh My Ghostess,kingsqueen,9.0,9.0,9.0,7.5,7.5
127,Backstreet Rookie,kingsqueen,7.5,7.0,7.5,9.0,7.0
128,My Little Bride,kingsqueen,8.0,9.0,9.0,5.0,8.0
129,My P.S. Partner,kingsqueen,8.0,8.0,9.0,8.0,6.0
130,Always,kingsqueen,9.5,10.0,9.5,7.5,9.5
131,I Need Romance,kingsqueen,5.5,5.0,7.5,5.0,2.0
132,Goblin,dragynfaerie,7.5,6.5,9.0,8.0,5.0
133,The Sound of Your Heart,dragynfaerie,10.0,10.0,10.0,9.0,10.0
134,Sword and Flower,dragynfaerie,8.0,9.0,10.0,9.0,5.0
135,Who Are You,dragynfaerie,7.0,6.0,9.0,7.0,6.0
136,Once Again,dragynfaerie,9.5,8.0,10.0,9.0,9.5
137,Lesson of the Evil,dragynfaerie,9.0,9.0,9.0,8.0,10.0
138,"I  Do, I Do",dragynfaerie,6.0,7.0,9.0,9.0,4.0
139,Mystic Pop-Up Bar,dragynfaerie,9.5,10.0,10.0,9.5,9.0
140,My Roommate is a Detective,dragynfaerie,9.0,8.0,10.0,10.0,8.0
141,Ashita no Kita Yoshio,dragynfaerie,10.0,10.0,10.0,8.0,10.0
142,Gloomy Salad Days,dragynfaerie,9.0,10.0,9.0,9.0,10.0
143,Hwarang,dragynfaerie,9.5,8.5,10.0,8.0,10.0
144,Deranged,dragynfaerie,6.0,5.5,7.5,8.0,1.0
145,Black,dragynfaerie,8.5,9.0,10.0,8.0,8.0
146,Sign,dragynfaerie,10.0,10.0,10.0,8.0,9.0
147,Queen of Reversals,dragynfaerie,9.0,10.0,10.0,9.0,8.0
148,Karamazov no Kyodai,dragynfaerie,9.0,10.0,9.0,10.0,8.0
149,The Scent,dragynfaerie,9.0,8.0,10.0,7.0,9.0
150,The King: Eternal Monarch,dragynfaerie,7.0,5.0,9.0,3.0,1.0
151,Harvest Villa,dragynfaerie,8.0,9.0,9.0,7.0,7.0
152,"Boku, Unmei no Hito desu",dragynfaerie,9.0,10.0,9.0,7.5,9.5
153,Missing 9,dragynfaerie,8.5,8.0,9.5,9.5,8.0
154,Live,dragynfaerie,10.0,10.0,10.0,9.0,10.0
155,The Bad Guys: Reign of Chaos,dragynfaerie,7.5,7.0,8.5,7.0,7.0
156,Ashfall,dragynfaerie,6.5,7.5,9.0,2.0,1.0
157,The Bros,dragynfaerie,8.5,9.0,9.5,8.0,7.5
158,Mermaid,dragynfaerie,5.5,7.5,8.5,4.5,1.0
159,Yowamushi Pedal,dragynfaerie,8.5,9.0,8.5,6.5,8.0
160,Ame to Yume no Ato ni,dragynfaerie,8.0,10.0,9.0,7.0,8.0
161,Running Man,dragynfaerie,10.0,10.0,10.0,10.0,10.0
162,Prison Playbook,dragynfaerie,9.5,10.0,10.0,9.0,10.0
163,Ishi no Mayu,dragynfaerie,9.5,10.0,10.0,8.5,8.5
164,Final Cut,dragynfaerie,7.0,8.0,7.0,6.0,6.0
165,Hana Nochi Hare: HanaDan Next Season,dragynfaerie,8.5,7.0,9.0,8.0,6.0
166,Chief of Staff 2,dragynfaerie,10.0,10.0,10.0,8.5,10.0
167,Chief of Staff,dragynfaerie,10.0,10.0,10.0,9.0,10.0
168,Peninsula,dragynfaerie,2.5,4.0,2.5,7.0,1.0
169,Fabricated City,dragynfaerie,9.0,9.5,9.5,6.5,9.5
170,Channel-X,dragynfaerie,2.0,9.0,6.0,9.0,1.0
171,House of Flying Daggers,dragynfaerie,9.0,8.0,10.0,9.0,10.0
172,The Rose,dragynfaerie,1.0,2.0,1.0,5.0,1.0
173,Kiki's Delivery Service,dragynfaerie,4.5,6.0,8.5,7.0,1.0
174,Yuru Camp△,dragynfaerie,9.5,10.0,9.0,9.0,9.5
175,Along with the Gods: The Last 49 Days,dragynfaerie,8.0,9.5,9.5,7.0,6.0
176,Chou no Rikigaku,dragynfaerie,8.5,9.5,8.5,8.0,7.5
177,Suishou no Kodou,dragynfaerie,8.5,10.0,9.5,8.5,7.5
178,Mr. Zoo: The Missing VIP,dragynfaerie,8.5,7.5,9.0,8.0,8.0
179,Miracle in Cell No. 7,dragynfaerie,9.5,8.0,10.0,10.0,9.5
180,A Dynamite Family,dragynfaerie,8.5,9.5,10.0,5.0,7.0
181,The Gentlemen of Wolgyesu Tailor Shop,dragynfaerie,6.0,7.0,8.5,6.0,1.0
182,Hospital Playlist,dragynfaerie,9.5,9.0,10.0,8.0,8.0
183,Fullmetal Alchemist,dragynfaerie,9.0,9.0,10.0,8.0,8.0
184,The Funeral,dragynfaerie,10.0,8.5,9.0,7.0,9.5
185,Detective Dee and the Mystery of the Phantom Flame,dragynfaerie,8.0,8.0,9.0,8.0,10.0
186,"Human, Space, Time and Human",dragynfaerie,1.0,4.0,2.0,5.0,1.0
187,Boku Dake ga Inai Machi,dragynfaerie,10.0,10.0,10.0,9.0,9.0
188,Suishou no Kodou,dragynfaerie,8.5,10.0,9.5,8.5,7.5
189,Mr. Zoo: The Missing VIP,dragynfaerie,8.5,7.5,9.0,8.0,8.0
190,Miracle in Cell No. 7,dragynfaerie,9.5,8.0,10.0,10.0,9.5
191,A Dynamite Family,dragynfaerie,8.5,9.5,10.0,5.0,7.0
192,The Gentlemen of Wolgyesu Tailor Shop,dragynfaerie,6.0,7.0,8.5,6.0,1.0
193,Hospital Playlist,dragynfaerie,9.5,9.0,10.0,8.0,8.0
194,Fullmetal Alchemist,dragynfaerie,9.0,9.0,10.0,8.0,8.0
195,The Funeral,dragynfaerie,10.0,8.5,9.0,7.0,9.5
196,Detective Dee and the Mystery of the Phantom Flame,dragynfaerie,8.0,8.0,9.0,8.0,10.0
197,"Human, Space, Time and Human",dragynfaerie,1.0,4.0,2.0,5.0,1.0
198,Boku Dake ga Inai Machi,dragynfaerie,10.0,10.0,10.0,9.0,9.0
199,Nirvana in Fire,PickyMcpickleton,10.0,10.0,10.0,10.0,10.0
200,Goblin,PickyMcpickleton,6.5,6.5,6.0,7.0,1.0
201,Man on High Heels,PickyMcpickleton,8.5,8.5,9.0,9.0,9.0
202,Hanzawa Naoki,PickyMcpickleton,9.5,9.5,10.0,10.0,9.0
203,Legal High,PickyMcpickleton,9.5,9.5,10.0,10.0,6.0
204,The Face Reader,PickyMcpickleton,8.0,8.0,9.0,9.0,9.0
205,The Heirs,PickyMcpickleton,5.5,5.5,5.5,8.0,2.0
206,Legal High 2,PickyMcpickleton,8.0,7.0,9.0,8.0,8.0
207,Silenced,PickyMcpickleton,8.0,8.0,8.0,10.0,8.0
208,Old Boy,PickyMcpickleton,9.5,9.5,10.0,10.0,8.0
209,The Bridal Mask,PickyMcpickleton,5.0,4.0,9.0,10.0,1.0
210,Sympathy For Mr. Vengeance,PickyMcpickleton,8.0,8.0,10.0,9.0,9.0
211,Hwayi: A Monster Boy,PickyMcpickleton,5.5,3.5,9.0,5.0,2.0
212,Drama Special Series Season 1: White Christmas,PickyMcpickleton,8.0,8.0,9.0,9.0,9.0
213,Karamazov no Kyodai,PickyMcpickleton,9.0,9.5,8.0,9.0,9.0
214,The Disguiser,PickyMcpickleton,6.5,6.0,8.0,8.0,1.0
215,Ouroboros,PickyMcpickleton,5.5,5.5,8.5,6.0,1.0
216,Sympathy For Lady Vengeance,PickyMcpickleton,7.0,7.5,6.5,5.5,9.0
217,Tree With Deep Roots,PickyMcpickleton,9.0,9.0,10.0,9.0,9.0
218,Suzuki Sensei,PickyMcpickleton,9.0,9.0,9.0,9.0,10.0
219,Le Jun Kai,PickyMcpickleton,6.0,2.0,8.0,9.5,6.0
220,The Man from Nowhere,PickyMcpickleton,7.0,6.0,8.0,8.0,6.0
221,A Werewolf Boy,PickyMcpickleton,8.0,8.0,8.0,8.0,10.0
222,ROOKIES,PickyMcpickleton,8.0,8.0,8.0,8.0,5.0
223,Runaway - Aisuru Kimi no Tame ni,PickyMcpickleton,5.5,5.0,8.0,8.0,7.0
224,Scent of a Woman,PickyMcpickleton,7.0,5.5,8.0,9.5,5.0
225,The Flu,PickyMcpickleton,6.0,5.5,8.0,8.0,1.0
226,The New World,PickyMcpickleton,7.0,6.0,10.0,10.0,6.0
227,My Lovely Sam Soon,PickyMcpickleton,8.5,8.5,9.0,9.0,9.5
228,"The Good, The Bad, The Weird",PickyMcpickleton,8.0,8.0,9.0,10.0,6.0
229,Masquerade,PickyMcpickleton,6.0,6.0,9.0,9.0,4.0
230,Secret Garden,PickyMcpickleton,6.0,6.0,7.0,10.0,1.0
231,Rurouni Kenshin,PickyMcpickleton,5.5,5.0,8.0,6.0,1.0
232,Blades of Blood,PickyMcpickleton,5.0,5.0,10.0,10.0,9.0
233,Roosevelt Game,PickyMcpickleton,8.5,9.0,8.0,9.5,9.5
234,Gu Family Book,PickyMcpickleton,5.0,2.0,6.0,8.0,1.0
235,Fists of Legend,PickyMcpickleton,5.0,6.0,8.0,6.0,3.0
236,I Hear Your Voice,PickyMcpickleton,5.0,5.0,6.0,8.0,1.0
237,Warrior Baek Dong Soo,PickyMcpickleton,3.0,2.0,6.0,10.0,1.0
238,Masquerade,PickyMcpickleton,6.0,6.0,9.0,9.0,4.0
239,Secret Garden,PickyMcpickleton,6.0,6.0,7.0,10.0,1.0
240,Rurouni Kenshin,PickyMcpickleton,5.5,5.0,8.0,6.0,1.0
241,Blades of Blood,PickyMcpickleton,5.0,5.0,10.0,10.0,9.0
242,Roosevelt Game,PickyMcpickleton,8.5,9.0,8.0,9.5,9.5
243,Gu Family Book,PickyMcpickleton,5.0,2.0,6.0,8.0,1.0
244,Fists of Legend,PickyMcpickleton,5.0,6.0,8.0,6.0,3.0
245,I Hear Your Voice,PickyMcpickleton,5.0,5.0,6.0,8.0,1.0
246,Warrior Baek Dong Soo,PickyMcpickleton,3.0,2.0,6.0,10.0,1.0
247,Chief Kim,AnanyaS,10.0,10.0,10.0,10.0,10.0
248,Go Back Couple,AnanyaS,9.5,8.0,10.0,10.0,9.0
249,Doctor John,AnanyaS,9.0,9.0,9.5,8.5,8.5
250,Eulachacha Waikiki,AnanyaS,9.5,9.5,9.0,9.0,9.5
251,A Piece of Your Mind,AnanyaS,9.0,8.5,10.0,8.5,8.5
252,Goblin,AnanyaS,10.0,10.0,10.0,10.0,10.0
253,"The Starry Night, The Starry Sea",AnanyaS,9.0,8.5,8.5,9.5,8.5
254,Miracle That We Met,AnanyaS,8.0,8.5,9.0,8.5,7.0
255,Familiar Wife,AnanyaS,8.5,9.0,10.0,9.0,8.0
256,"Boku, Unmei no Hito desu",AnanyaS,8.0,8.5,9.0,7.5,7.0
257,Your Honor,AnanyaS,7.0,7.5,7.0,7.5,6.0
258,Duang Jai Akkanee,AnanyaS,9.5,9.5,9.5,8.5,9.0
259,Prison Playbook,AnanyaS,9.5,10.0,10.0,8.5,9.0
260,Leh Lub Salub Rarng,AnanyaS,8.0,8.5,10.0,7.5,6.5
261,Radiant Office,AnanyaS,8.5,8.5,9.5,7.5,7.5
262,Avengers Social Club,AnanyaS,9.5,9.5,10.0,8.5,9.5
263,Black,AnanyaS,10.0,10.0,9.0,9.0,9.0
264,What's Wrong with Secretary Kim,AnanyaS,8.5,8.0,10.0,8.5,7.5
265,Todome no Kiss,AnanyaS,8.5,9.0,9.5,8.5,7.0
266,Avengers Social Club,AnanyaS,9.5,9.5,10.0,8.5,9.5
267,Black,AnanyaS,10.0,10.0,9.0,9.0,9.0
268,What's Wrong with Secretary Kim,AnanyaS,8.5,8.0,10.0,8.5,7.5
269,Todome no Kiss,AnanyaS,8.5,9.0,9.5,8.5,7.0
270,Jumong,wonhwa,9.0,9.0,9.0,6.0,6.0
271,Giant,wonhwa,9.0,9.0,10.0,6.0,6.0
272,Coffee Prince,wonhwa,9.0,9.0,9.0,8.0,7.0
273,Secret Love Affair,wonhwa,7.5,7.0,8.0,9.0,6.0
274,Stranger,wonhwa,9.0,9.0,9.0,7.0,7.0
275,Goblin,wonhwa,6.0,6.0,8.0,8.0,3.0
276,Six Flying Dragons,wonhwa,10.0,10.0,9.5,8.0,7.0
277,Tree With Deep Roots,wonhwa,9.0,9.0,9.0,7.0,7.0
278,The Return of Iljimae,wonhwa,8.5,8.5,8.0,8.0,7.0
279,Nirvana in Fire,wonhwa,8.5,8.5,9.0,7.0,7.0
280,"The Great King, Sejong",wonhwa,9.0,9.0,8.5,6.0,4.0
281,"Kill Me, Heal Me",wonhwa,7.5,7.5,8.0,7.0,5.0
282,The Painter of the Wind,wonhwa,9.0,9.0,9.0,8.0,7.0
283,Emperor of the Sea,wonhwa,7.0,6.0,8.0,6.0,5.0
284,W,wonhwa,6.5,6.0,7.0,6.0,5.0
285,Cheese in the Trap,wonhwa,6.5,6.0,8.0,7.0,4.0
286,The Princess's Man,wonhwa,7.0,6.0,8.5,7.0,4.0
287,Nodame Cantabile,wonhwa,8.5,8.0,8.0,10.0,7.0
288,Queen Seon Duk,wonhwa,9.0,9.0,8.0,7.0,6.0
289,The Bridal Mask,wonhwa,8.0,7.0,7.0,7.0,6.0
290,Time Between Dog and Wolf,wonhwa,7.5,7.0,8.0,8.0,5.0
291,Rebel: Thief Who Stole the People,wonhwa,7.0,6.5,8.0,9.0,4.0
292,Healer,wonhwa,8.5,8.0,9.0,4.0,9.0
293,Sungkyunkwan Scandal,wonhwa,8.0,8.0,7.0,7.0,6.0
294,Chuno,wonhwa,7.0,6.0,8.0,6.0,4.0
295,Circle,wonhwa,6.5,6.0,7.0,5.0,5.0
296,Signal,wonhwa,7.0,6.5,8.0,8.0,6.0
297,Shut Up: Flower Boy Band,wonhwa,7.0,8.5,6.0,8.0,5.0
298,Punch,wonhwa,7.5,7.5,9.0,6.0,3.0
299,Evasive Inquiry Agency,wonhwa,9.0,9.5,9.0,8.0,8.0
300,Capital Scandal,wonhwa,8.0,8.0,7.0,8.0,7.0
301,The End of the World,wonhwa,6.5,6.0,8.0,6.0,2.0
302,Conspiracy in the Court,wonhwa,7.0,7.0,8.0,7.0,5.0
303,Lucifer,wonhwa,10.0,10.0,9.0,6.0,8.0
304,Drama Special Series Season 1: White Christmas,wonhwa,8.0,8.0,7.0,7.0,7.0
305,The Queen's Classroom,wonhwa,8.0,8.0,9.0,6.0,6.0
306,Misaeng: Incomplete Life,wonhwa,8.0,8.0,8.5,7.0,5.0
307,Secret Investigation Record,wonhwa,6.0,6.0,7.0,6.0,6.0
308,City Hunter,wonhwa,4.0,3.0,5.0,6.0,1.0
309,Hello Monster,wonhwa,6.0,6.5,6.0,4.0,4.0
310,A Man's Story,wonhwa,7.0,6.5,8.0,7.0,5.0
311,Flower Boy Ramen Shop,wonhwa,7.5,7.5,8.0,6.0,6.0
312,Pride,wonhwa,6.5,6.0,8.0,8.0,4.0
313,Pied Piper,wonhwa,7.5,7.0,9.0,5.0,6.0
314,Fermentation Family,wonhwa,7.5,7.5,8.0,7.0,6.0
315,One Million Stars Falling from the Sky,wonhwa,7.0,6.5,9.0,5.0,5.0
316,Alone In Love,wonhwa,7.0,7.0,9.0,6.0,2.0
317,Bad Guy,wonhwa,4.0,2.0,8.0,8.0,1.0
318,Liar Game,wonhwa,9.0,9.0,8.5,7.0,9.0
319,One Million Stars Falling from the Sky,wonhwa,7.0,6.5,9.0,5.0,5.0
320,Alone In Love,wonhwa,7.0,7.0,9.0,6.0,2.0
321,Bad Guy,wonhwa,4.0,2.0,8.0,8.0,1.0
322,Liar Game,wonhwa,9.0,9.0,8.5,7.0,9.0
323,Battle of Changsha,BrightestStar,10.0,9.0,10.0,7.0,7.0
324,Nirvana in Fire,BrightestStar,9.5,9.0,10.0,9.0,8.0
325,Cunning Single Lady,BrightestStar,7.5,6.0,8.5,7.0,5.0
326,The Murder of Snow White,BrightestStar,9.0,8.0,10.0,8.0,7.0
327,Missing Noir M,BrightestStar,9.0,9.0,9.5,8.5,6.0
328,Aoi Honoo,BrightestStar,9.0,8.0,9.5,10.0,7.0
329,Goblin,BrightestStar,6.5,6.0,8.5,10.0,5.0
330,Family's Form,BrightestStar,8.5,8.0,8.5,8.0,7.0
331,Nazo no Tenkousei,BrightestStar,9.0,7.5,8.5,9.5,7.0
332,Gochisousan,BrightestStar,9.0,8.0,9.0,8.0,8.0
333,Juhan Shuttai!,BrightestStar,8.5,7.0,9.0,8.0,6.0
334,Ode to Joy,BrightestStar,8.5,7.5,8.5,9.0,6.0
335,Sutekina Sen Taxi,BrightestStar,8.0,7.5,9.5,7.0,6.0
336,Memories of the Sword,BrightestStar,8.0,7.0,9.0,7.0,5.0
337,Drinking Solo,BrightestStar,7.5,6.0,9.0,8.0,6.0
338,Date - Koi to wa Donna Mono Kashira,BrightestStar,9.0,9.0,10.0,8.0,6.0
339,Gunshi Kanbei,BrightestStar,9.5,9.0,10.0,8.5,7.0
340,Confessions,BrightestStar,9.0,9.0,8.5,10.0,6.0
341,Yume wo Ataeru,BrightestStar,8.0,7.5,10.0,7.5,5.5
342,Gassoh,BrightestStar,9.0,7.5,9.0,8.0,7.0
343,"Nakuna, Hara-chan",BrightestStar,7.5,7.5,8.0,7.5,5.0
344,Suzuki Sensei,BrightestStar,10.0,10.0,10.0,8.0,6.0
345,Alice no Toge,BrightestStar,6.0,5.0,8.5,7.5,2.5
346,ON Ijou Hanzai Sousakan Todo Hinako,BrightestStar,7.5,7.0,8.5,8.0,4.0
347,"Tokyo Tower: Mom & Me, and Sometimes Dad ",BrightestStar,8.5,8.0,9.5,8.0,6.0
348,"Kill Me, Heal Me",BrightestStar,7.5,7.0,10.0,9.5,7.0
349,Kiseki no Hito,BrightestStar,8.5,8.0,9.0,7.0,5.0
350,The World of Kanako,BrightestStar,8.0,7.5,10.0,9.0,6.0
351,Wakamono Tachi,BrightestStar,8.5,8.0,9.0,9.0,6.0
352,Assassination Classroom,BrightestStar,6.5,6.5,8.0,6.0,6.5
353,Totto TV,BrightestStar,8.5,8.0,9.5,9.0,6.0
354,Golden Bowl,BrightestStar,8.5,8.0,9.5,8.0,7.0
355,Petero no Souretsu,BrightestStar,9.0,9.0,8.0,10.0,6.0
356,Black President,BrightestStar,7.5,7.0,8.5,7.0,6.0
357,Yakou Kanransha,BrightestStar,9.0,9.0,9.0,9.0,5.0
358,You're All Surrounded,BrightestStar,6.0,5.0,7.5,7.0,4.0
359,Ex-Girlfriend Club,BrightestStar,8.0,7.5,8.5,8.5,6.0
